transcript_name	Gene_name	RAL-280-Challenged
NM_001014674	Rb97D	3.140
NM_001014675	Rb97D	3.166
NM_001014676	Rb97D	3.215
NM_001014677	Rb97D	3.144
NM_001014678	Doa	4.880
NM_001014679	Doa	4.425
NM_001014680	Doa	4.882
NM_001014681	Doa	3.486
NM_001014682	Doa	4.982
NM_001014684	Mgat2	1.164
NM_001014685	pan	1.479
NM_001014687	PMCA	4.080
NM_001014688	PMCA	4.129
NM_001014689	PMCA	4.180
NM_001014691	gw	4.806
NM_001014696	CaMKII	2.918
NM_001014702	CG33521	2.638
NM_001014703	CG33521	2.825
NM_001014705	CG33521	2.773
NM_001014707	ewg	1.385
NM_001014708	ewg	1.404
NM_001014709	ewg	1.268
NM_001014710	ewg	1.244
NM_001014711	ewg	1.284
NM_001014712	ewg	1.340
NM_001014720	norpA	1.590
NM_001014721	norpA	2.023
NM_001014722	peb	5.008
NM_001014723	Proc-R	0.409
NM_001014724	Proc-R	0.475
NM_001014725	Act5C	9.872
NM_001014726	Act5C	9.653
NM_001014728	l(1)G0232	5.509
NM_001014729	l(1)G0232	6.291
NM_001014731	CkIIbeta	4.465
NM_001014736	HDAC4	2.630
NM_001014737	up	6.971
NM_001014738	up	7.004
NM_001014739	up	7.041
NM_001014740	rdgB	0.606
NM_001014741	rdgB	1.306
NM_001014742	Top1	3.443
NM_001014745	Ac13E	2.369
NM_001014746	CG32576	1.996
NM_001014747	nonA	3.324
NM_001014750	mnb	2.587
NM_001014752	CoRest	2.110
NM_001014753	CoRest	2.064
NM_001014754	CoRest	1.044
NM_001014755	CoRest	0.689
NM_001014756	CoRest	1.051
NM_001031858	Caps	-0.147
NM_001031859	Caps	-0.261
NM_001031860	Caps	-0.336
NM_001031861	tyn	0.446
NM_001031862	trol	2.639
NM_001031863	trol	2.650
NM_001031864	trol	2.804
NM_001031865	trol	2.331
NM_001031866	trol	2.722
NM_001031867	trol	2.727
NM_001031869	CG15892	1.725
NM_001031877	CG3192	4.584
NM_001031878	Pink1	4.153
NM_001031879	Pink1	4.107
NM_001031880	Pink1	4.161
NM_001031881	Pink1	4.134
NM_001031882	Pink1	4.138
NM_001031883	Pink1	4.150
NM_001031887	CG33691	2.446
NM_001031888	CG33691	2.829
NM_001031889	CG33691	2.515
NM_001031891	Sxl	3.165
NM_001031892	Sxl	2.792
NM_001031893	Sxl	3.827
NM_001031894	Sxl	3.727
NM_001031895	Sxl	3.482
NM_001031897	mei-218	-2.417
NM_001031898	mei-217	-2.417
NM_001031900	Shawn	2.479
NM_001031901	Shawn	1.284
NM_001031902	Shawn	1.312
NM_001031903	Tim9b	2.089
NM_001031904	Tim9b	1.994
NM_001031907	Rpp20	3.016
NM_001031908	CG33932	3.016
NM_001031912	CG33714	4.151
NM_001031913	CG33714	4.095
NM_001031914	CG33713	4.095
NM_001031915	CG33713	4.151
NM_001031916	bbx	4.068
NM_001031917	bbx	3.620
NM_001031918	waw	3.620
NM_001031933	CG33232	6.186
NM_001031938	Pmi	2.033
NM_001031939	Pmi	2.154
NM_001031940	PGRP-LD	2.052
NM_001031941	PGRP-LD	2.154
NM_001031942	PGRP-LD	2.114
NM_001031943	Hsp22	2.113
NM_001031944	Hsp22	1.255
NM_001031945	Hsp67Bb	1.255
NM_001031947	CG33926	3.390
NM_001031964	AlCR2	-0.661
NM_001031967	kug	1.639
NM_001031977	l(3)82Fd	5.115
NM_001031978	l(3)82Fd	5.220
NM_001031980	Ada2b	3.712
NM_001031981	CG33722	2.017
NM_001031982	CG33722	3.072
NM_001031983	CG18749	2.019
NM_001031984	Pif1B	3.786
NM_001031985	Pif1B	3.784
NM_001031986	Pif1A	3.154
NM_001031987	Pif1A	3.784
NM_001031989	CG33936	5.314
NM_001031990	CG33936	5.213
NM_001031991	CG33936	5.982
NM_001031999	hth	0.866
NM_001032004	sea	5.466
NM_001032005	sea	6.299
NM_001032006	sea	5.630
NM_001032007	sea	5.605
NM_001032008	fabp	6.299
NM_001032009	fabp	7.368
NM_001032010	fabp	6.589
NM_001032012	CG10096	4.488
NM_001032015	primo-1	4.525
NM_001032016	primo-1	3.349
NM_001032017	primo-2	3.349
NM_001032019	srp	0.183
NM_001032020	Prx5	4.985
NM_001032021	gukh	2.658
NM_001032032	how	2.010
NM_001032033	Myo95E	1.092
NM_001032035	Myo95E	0.869
NM_001032036	Myo95E	1.086
NM_001032037	Myo95E	0.843
NM_001032039	CG33095	2.415
NM_001032040	CG11891	7.756
NM_001032044	CG33635	1.831
NM_001032048	GlyP	5.267
NM_001032049	l(2)s5379	6.376
NM_001032050	CG9960	3.702
NM_001032054	Pp2A-29B	5.522
NM_001032055	Pp2A-29B	5.509
NM_001032056	Pp2A-29B	5.522
NM_001032059	mus201	0.768
NM_001032060	mus201	0.821
NM_001032061	mus201	0.725
NM_001032062	CG9515	3.810
NM_001032063	CG9510	4.499
NM_001032065	CG17768	2.786
NM_001032066	LSm-4	2.786
NM_001032073	Nos	0.076
NM_001032076	cana	2.839
NM_001032077	CG33695	1.403
NM_001032078	CG33695	1.236
NM_001032079	CG33695	1.254
NM_001032081	CG33695	1.196
NM_001032091	DNApol-gamma35	2.497
NM_001032092	CG33649	2.500
NM_001032095	Adh	8.539
NM_001032096	Adh	8.216
NM_001032097	Adh	7.513
NM_001032098	Adh	7.586
NM_001032099	Adh	8.504
NM_001032101	Adhr	7.513
NM_001032110	spi	3.542
NM_001032217	Df31	4.402
NM_001032223	CG33914	1.562
NM_001032224	Spn43Ab	3.908
NM_001032225	CG33774	3.428
NM_001032229	lola	3.801
NM_001032231	CG18003	1.723
NM_001032232	CG11919	1.723
NM_001032236	Dyb	2.094
NM_001032237	Dyb	2.191
NM_001032241	CG33671	3.560
NM_001032242	CG33672	3.560
NM_001032244	seq	-0.015
NM_001032246	CG33155	3.534
NM_001032247	CG33155	3.994
NM_001032248	CG33155	3.881
NM_001032249	Zasp52	3.829
NM_001032250	Zasp52	4.624
NM_001032251	CG10731	0.991
NM_001032268	sm	0.911
NM_001032269	sm	0.879
NM_001032270	CG13430	1.138
NM_001032271	CG13430	1.310
NM_001032272	CG33785	1.950
NM_001032273	CG33786	1.950
NM_001032401	cp309	2.176
NM_001032402	cp309	1.271
NM_001032403	Neu3	2.780
NM_001032404	Neu3	2.316
NM_001032405	kay	7.192
NM_001032406	kay	7.905
NM_001032407	kay	7.555
NM_001032408	kay	7.587
NM_001038712	CG33978	-0.618
NM_001038713	RhoGAP102A	-0.694
NM_001038714	PMCA	4.152
NM_001038716	CG17471	4.402
NM_001038717	CG17471	4.409
NM_001038718	Mitf	4.112
NM_001038719	Mitf	3.764
NM_001038721	Dyrk3	3.049
NM_001038723	Dyrk3	3.076
NM_001038725	Dyrk3	2.832
NM_001038726	tyn	0.467
NM_001038727	CG4293	0.712
NM_001038728	CG4293	0.960
NM_001038729	skpA	5.659
NM_001038731	pck	2.070
NM_001038732	Adar	1.287
NM_001038733	CG32803	1.776
NM_001038736	CG3091	5.683
NM_001038738	z	3.115
NM_001038739	mit(1)15	1.416
NM_001038746	sdt	2.789
NM_001038747	sdt	3.810
NM_001038750	CG34026	6.528
NM_001038752	Yippee	4.108
NM_001038753	CG11103	2.344
NM_001038755	CG14408	1.845
NM_001038756	drd	3.032
NM_001038757	Grip128	0.005
NM_001038758	disco	-0.505
NM_001038759	CG34015	3.147
NM_001038760	Axs	1.347
NM_001038763	CG8188	2.970
NM_001038765	tgy	4.232
NM_001038766	CG32529	3.249
NM_001038770	Cp110	-0.660
NM_001038771	fog	0.941
NM_001038772	CG4822	0.443
NM_001038773	CG4822	0.421
NM_001038774	CG4822	0.505
NM_001038775	CG4822	0.586
NM_001038776	CG3164	7.179
NM_001038778	CG3662	5.304
NM_001038780	capt	7.053
NM_001038781	capt	6.411
NM_001038784	Jon25Bi	9.494
NM_001038785	CG31919	4.410
NM_001038786	CG33995	4.445
NM_001038787	CG33995	4.410
NM_001038788	CG33995	4.426
NM_001038793	CG7224	1.058
NM_001038795	mon2	3.169
NM_001038796	RpS13	8.612
NM_001038802	RpL13	8.174
NM_001038810	porin	6.530
NM_001038811	CG14946	0.823
NM_001038812	vir-1	2.365
NM_001038814	loqs	1.928
NM_001038817	smi35A	2.831
NM_001038818	smi35A	2.873
NM_001038821	yuri	1.494
NM_001038822	yuri	2.314
NM_001038823	yuri	1.800
NM_001038824	Pax	5.209
NM_001038825	CG10462	3.629
NM_001038826	CG10462	3.538
NM_001038842	CG2201	4.867
NM_001038843	CG2201	5.045
NM_001038847	Gapdh1	6.479
NM_001038849	RanBPM	4.103
NM_001038850	CG9027	2.617
NM_001038852	CG33964	4.758
NM_001038854	NAT1	5.349
NM_001038855	cnn	1.398
NM_001038856	Ih	1.025
NM_001038857	Ih	2.392
NM_001038858	Ih	1.307
NM_001038859	Ih	1.300
NM_001038865	CG33981	3.394
NM_001038866	CG33981	3.347
NM_001038868	CG34005	1.709
NM_001038872	CG34045	2.444
NM_001038874	CG34040	7.326
NM_001038877	CG13516	3.279
NM_001038882	CG4622	2.230
NM_001038884	Atf-2	1.761
NM_001038885	Tina-1	4.715
NM_001038890	CG34056	0.307
NM_001038894	CG33965	2.199
NM_001038895	CG33966	3.643
NM_001038900	CG11583	2.694
NM_001038908	CG33205	4.868
NM_001038909	CG33205	4.580
NM_001038913	CG10973	3.501
NM_001038916	Spt20	1.422
NM_001038917	nuf	3.773
NM_001038918	nuf	4.039
NM_001038919	nuf	3.730
NM_001038920	nuf	3.627
NM_001038921	nuf	3.905
NM_001038922	nuf	3.324
NM_001038923	CG34039	1.629
NM_001038924	Trl	1.938
NM_001038925	Trl	3.039
NM_001038926	Trl	2.407
NM_001038927	CG7255	3.914
NM_001038938	CG33258	6.900
NM_001038944	Deaf1	2.912
NM_001038945	CG33969	1.816
NM_001038946	CG33969	1.805
NM_001038952	Glut4EF	4.330
NM_001038953	GstD1	8.904
NM_001038962	CG33977	3.980
NM_001038966	kibra	2.459
NM_001038968	mtSSB	3.626
NM_001038969	ema	2.475
NM_001038976	hh	4.115
NM_001038977	Saf-B	3.457
NM_001038981	CG33970	4.143
NM_001038982	CG33970	4.002
NM_001038984	CG12877	2.134
NM_001038986	Pglym78	5.884
NM_001038987	Pglym78	5.876
NM_001042788	vnd	3.658
NM_001042789	CG13366	3.217
NM_001042791	CG42259	0.678
NM_001042793	phl	2.743
NM_001042794	sgg	3.921
NM_001042796	rg	2.680
NM_001042797	CG12541	1.348
NM_001042798	sdt	3.814
NM_001042800	CG32699	3.804
NM_001042801	CG34104	2.828
NM_001042802	CG34104	2.366
NM_001042803	Imp	0.306
NM_001042804	Myo10A	-1.237
NM_001042811	Lsd-2	6.110
NM_001042812	Lsd-2	5.937
NM_001042813	shi	4.407
NM_001042814	shi	4.414
NM_001042817	RhoGAP15B	5.011
NM_001042818	baz	3.071
NM_001042822	CG34120	3.294
NM_001042846	CG40486	2.635
NM_001042847	CG40486	3.132
NM_001042851	stnA	-1.711
NM_001042852	stnA	-1.733
NM_001042853	stnB	-1.711
NM_001042854	stnB	-1.733
NM_001042855	FucTC	3.660
NM_001042856	Rab21	4.279
NM_001042857	Rab21	4.089
NM_001042858	CG13865	4.047
NM_001042859	CG13865	3.330
NM_001042862	CG7337	3.173
NM_001042863	CG7337	3.674
NM_001042864	toc	2.184
NM_001042867	jet	1.754
NM_001042869	CG34125	3.005
NM_001042870	CG34126	2.499
NM_001042873	pgant5	3.350
NM_001042876	homer	2.822
NM_001042877	Mnn1	1.273
NM_001042878	CG13784	3.588
NM_001042879	CG34132	3.886
NM_001042881	CG8486	-0.124
NM_001042884	CG32982	5.660
NM_001042885	CG5850	2.215
NM_001042886	CG34109	2.356
NM_001042888	l(2)06225	6.480
NM_001042889	l(2)06225	5.950
NM_001042891	bru-2	5.068
NM_001042892	bun	4.441
NM_001042893	bun	5.120
NM_001042894	bun	4.198
NM_001042895	CG31731	3.000
NM_001042897	mol	-0.713
NM_001042898	mol	-0.418
NM_001042899	mol	-0.363
NM_001042901	CLIP-190	5.258
NM_001042902	CLIP-190	5.206
NM_001042909	CG31619	0.055
NM_001042910	step	4.377
NM_001042922	RpL5	9.802
NM_001042923	RpL5	9.882
NM_001042927	CG17490	1.348
NM_001042928	CG17490	1.302
NM_001042929	CG17490	1.862
NM_001042930	CG17490	2.411
NM_001042931	CG17493	3.055
NM_001042932	CG17494	2.848
NM_001042934	CG17494	2.840
NM_001042938	CG40439	5.030
NM_001042939	CG40439	4.913
NM_001042942	CG17715	3.125
NM_001042943	CG17715	1.792
NM_001042944	CG17715	3.182
NM_001042945	CG17715	1.502
NM_001042946	CG17715	3.206
NM_001042947	CG17715	3.173
NM_001042950	lt	3.039
NM_001042951	lt	3.074
NM_001042952	lt	3.096
NM_001042956	cta	1.737
NM_001042959	Spf45	4.323
NM_001042960	Spf45	4.250
NM_001042961	Spf45	4.278
NM_001042962	CG17683	4.448
NM_001042963	CG17683	4.576
NM_001042964	CG17683	4.071
NM_001042965	CG17683	4.451
NM_001042968	CG40127	7.084
NM_001042972	IntS3	3.173
NM_001042973	Gprk1	2.961
NM_001042975	RpL38	8.531
NM_001042977	Stlk	2.344
NM_001042979	p120ctn	3.216
NM_001042981	CG17486	4.228
NM_001042983	CG17883	4.343
NM_001042984	CG17883	4.199
NM_001042986	Nipped-B	2.654
NM_001042987	Nipped-B	2.650
NM_001042989	CG17082	3.936
NM_001042990	CG17082	3.966
NM_001042991	CG17082	4.025
NM_001042992	CG17082	3.972
NM_001042993	CG17082	3.866
NM_001042995	CG12547	3.672
NM_001042997	CG17528	3.450
NM_001042998	CG17528	4.241
NM_001043001	CG14464	4.041
NM_001043005	CG3107	3.310
NM_001043009	l(2)01289	1.968
NM_001043010	l(2)01289	2.032
NM_001043011	Dscam	0.368
NM_001043012	Dscam	0.356
NM_001043013	Dscam	0.367
NM_001043014	Dscam	0.353
NM_001043015	Dscam	0.359
NM_001043016	Dscam	0.359
NM_001043017	Dscam	0.361
NM_001043018	Dscam	0.357
NM_001043019	Dscam	0.369
NM_001043020	Dscam	0.366
NM_001043021	Dscam	0.370
NM_001043022	Dscam	0.360
NM_001043023	Dscam	0.362
NM_001043024	Dscam	0.378
NM_001043025	Dscam	0.357
NM_001043026	Dscam	0.354
NM_001043027	Dscam	0.361
NM_001043028	Dscam	0.362
NM_001043029	Dscam	0.367
NM_001043030	Dscam	0.359
NM_001043032	Dscam	0.363
NM_001043033	Dscam	0.367
NM_001043034	Dscam	0.361
NM_001043035	Dscam	0.359
NM_001043036	Dscam	0.357
NM_001043037	Dscam	0.356
NM_001043038	Dscam	0.352
NM_001043039	Dscam	0.358
NM_001043040	Dscam	0.356
NM_001043041	Dscam	0.363
NM_001043044	Dscam	0.356
NM_001043045	Dscam	0.359
NM_001043047	Dscam	0.356
NM_001043048	Dscam	0.357
NM_001043049	Dscam	0.363
NM_001043050	Dscam	0.359
NM_001043051	Dscam	0.361
NM_001043052	Dscam	0.353
NM_001043053	Dscam	0.359
NM_001043055	Dscam	0.363
NM_001043056	Dscam	0.355
NM_001043057	Dscam	0.371
NM_001043058	Dscam	0.357
NM_001043059	Dscam	0.355
NM_001043060	Dscam	0.362
NM_001043061	Dscam	0.360
NM_001043062	Dscam	0.356
NM_001043063	Dscam	0.356
NM_001043064	Dscam	0.357
NM_001043068	CG8170	1.808
NM_001043069	CG34141	0.257
NM_001043071	CG9027	4.700
NM_001043076	aPKC	5.358
NM_001043077	aPKC	4.917
NM_001043078	aPKC	5.611
NM_001043079	aPKC	5.450
NM_001043080	aPKC	4.718
NM_001043082	chn	-0.488
NM_001043083	trpm	3.251
NM_001043084	trpm	3.590
NM_001043085	trpm	3.384
NM_001043086	Zasp52	4.567
NM_001043087	mRpL34	2.761
NM_001043088	Spn53F	2.416
NM_001043090	Hsf	4.383
NM_001043091	Hsf	4.447
NM_001043092	Hsf	4.469
NM_001043095	Mctp	2.270
NM_001043097	hrg	3.498
NM_001043098	otp	0.260
NM_001043100	CG15661	3.142
NM_001043103	yki	4.668
NM_001043106	CG9380	5.716
NM_001043107	Mkp	3.063
NM_001043108	Mkp	3.094
NM_001043109	CG34140	3.063
NM_001043111	klar	4.420
NM_001043112	zormin	2.384
NM_001043113	zormin	2.184
NM_001043114	zormin	2.516
NM_001043116	Eip63E	4.540
NM_001043117	Eip63E	4.452
NM_001043118	Eip63E	4.299
NM_001043119	Eip63E	4.391
NM_001043120	Eip63E	4.285
NM_001043121	Eip63E	3.602
NM_001043122	BG642312	3.403
NM_001043128	Snmp2	2.834
NM_001043129	Ect4	5.700
NM_001043132	CG3689	4.392
NM_001043135	CG5946	4.515
NM_001043136	CG5946	4.667
NM_001043139	caps	4.378
NM_001043140	CG33260	1.865
NM_001043141	CG17839	2.378
NM_001043142	CG7255	3.988
NM_001043143	CG7255	3.572
NM_001043151	CG34116	2.141
NM_001043152	Papss	4.143
NM_001043153	siz	4.828
NM_001043154	mub	2.701
NM_001043156	nrm	1.342
NM_001043167	CG17698	1.865
NM_001043168	CG17698	1.807
NM_001043169	CG17698	1.893
NM_001043175	CG40045	5.567
NM_001043186	mRpS5	4.191
NM_001043187	mRpS5	5.798
NM_001043188	mRpS5	5.815
NM_001043195	CG1103	1.214
NM_001043199	CG34112	3.690
NM_001043211	Cdep	4.381
NM_001043213	l(3)82Fd	5.053
NM_001043214	l(3)82Fd	5.168
NM_001043218	CG42724	3.007
NM_001043219	CG1041	3.234
NM_001043221	mtg	0.096
NM_001043222	Poxm	2.832
NM_001043223	CG34135	2.143
NM_001043224	CG34135	1.234
NM_001043225	CG34117	2.804
NM_001043226	ps	4.189
NM_001043227	ps	4.070
NM_001043230	ps	4.186
NM_001043232	ps	4.208
NM_001043234	Whamy	6.885
NM_001043235	CG12814	2.427
NM_001043241	CG42327	4.075
NM_001043243	l(3)neo38	1.715
NM_001043244	l(3)neo38	1.451
NM_001043247	tefu	-0.845
NM_001043250	Mhcl	2.506
NM_001043251	Mhcl	2.353
NM_001043252	CG10405	3.344
NM_001043255	Dhfr	2.695
NM_001043256	Dys	3.517
NM_001043257	Dys	2.969
NM_001043258	Dys	2.842
NM_001043259	Dys	3.089
NM_001043260	Dys	3.438
NM_001043261	Dys	3.057
NM_001043262	Dys	3.804
NM_001043263	Dys	2.814
NM_001043268	GluRIIE	-0.003
NM_001043269	CG17271	3.976
NM_001043271	SNF4Agamma	5.399
NM_001043272	SNF4Agamma	5.070
NM_001043273	SNF4Agamma	4.845
NM_001043274	SNF4Agamma	5.262
NM_001043275	CG7956	2.330
NM_001043277	SKIP	-1.579
NM_001043279	muted	4.048
NM_001043281	wge	3.076
NM_001043286	crb	3.162
NM_001043287	CG13624	4.060
NM_001043288	CG13624	4.007
NM_001043289	mld	0.047
NM_001043290	mld	0.067
NM_001043291	CG34150	2.160
NM_001043296	scrib	5.069
NM_001043298	Doa	3.823
NM_001043299	Doa	4.834
NM_001043300	Doa	4.722
NM_001043301	Cnx99A	4.766
NM_001043302	Cnx99A	4.795
NM_001043307	CG34133	4.497
NM_001043308	CG34133	4.540
NM_001043309	CG42558	3.064
NM_001103379	CG32000	3.878
NM_001103382	eIF4G	4.537
NM_001103385	RhoGAP1A	4.428
NM_001103386	RhoGAP1A	4.440
NM_001103389	fz3	1.749
NM_001103392	CG3655	2.891
NM_001103394	futsch	-0.768
NM_001103398	boi	-1.473
NM_001103399	trol	2.638
NM_001103400	sgg	3.782
NM_001103403	tlk	2.824
NM_001103407	ec	-0.567
NM_001103410	CG4068	1.903
NM_001103411	CG4068	1.814
NM_001103412	CG4068	1.860
NM_001103413	Rnp4F	2.836
NM_001103414	Rnp4F	2.945
NM_001103419	Ca-alpha1T	-0.590
NM_001103422	CG34417	4.269
NM_001103423	CG34417	3.408
NM_001103425	CG34417	3.422
NM_001103426	CG34417	2.770
NM_001103427	pod1	4.043
NM_001103435	Trf2	0.556
NM_001103436	CG1440	4.157
NM_001103437	CG1440	4.120
NM_001103438	CG33181	5.037
NM_001103440	CG33181	4.782
NM_001103441	CG33181	4.625
NM_001103442	CG33181	4.729
NM_001103443	Trf4-1	2.112
NM_001103444	Trf4-1	1.345
NM_001103448	AP-1gamma	4.703
NM_001103451	CG34449	3.042
NM_001103452	CG34449	3.110
NM_001103454	Megalin	0.104
NM_001103456	Megalin	-2.218
NM_001103466	CG15309	1.409
NM_001103468	CG34408	2.428
NM_001103471	spri	1.207
NM_001103474	spri	1.218
NM_001103475	CG15211	7.178
NM_001103476	CG15211	7.204
NM_001103477	CG15211	7.134
NM_001103480	Kap3	1.790
NM_001103481	Kap3	1.823
NM_001103482	Kap3	1.807
NM_001103483	Kap3	1.832
NM_001103484	CG34348	2.851
NM_001103485	dlg1	2.445
NM_001103486	dlg1	2.297
NM_001103493	Sec16	2.832
NM_001103494	Sec16	2.221
NM_001103496	CG34411	0.053
NM_001103497	sno	1.495
NM_001103498	sno	1.377
NM_001103499	IP3K2	2.814
NM_001103502	CG34324	11.440
NM_001103503	Tango13	1.158
NM_001103504	NFAT	1.273
NM_001103507	CG10990	3.157
NM_001103510	l(1)G0469	4.260
NM_001103513	rab3-GEF	-2.019
NM_001103517	CG17209	3.904
NM_001103518	CG32581	3.047
NM_001103519	sd	4.083
NM_001103520	sd	4.144
NM_001103521	sd	4.256
NM_001103522	sd	4.178
NM_001103523	Chc	6.185
NM_001103524	Chc	6.211
NM_001103526	CG3632	3.909
NM_001103527	CG3632	3.875
NM_001103528	CG3632	3.881
NM_001103529	CG3632	3.873
NM_001103530	CG9915	3.220
NM_001103531	Arp14D	6.142
NM_001103532	Nup153	3.053
NM_001103533	CG34325	4.643
NM_001103534	CG4829	2.179
NM_001103535	CG4829	2.186
NM_001103536	CG13004	1.822
NM_001103538	CG8949	3.566
NM_001103539	Arpc3B	5.956
NM_001103542	CG42684	2.110
NM_001103544	upd3	4.641
NM_001103546	CrebB-17A	4.834
NM_001103547	CrebB-17A	4.219
NM_001103548	CrebB-17A	4.222
NM_001103557	CG7378	3.099
NM_001103558	CG34329	7.675
NM_001103559	CG34330	7.213
NM_001103560	vav	2.474
NM_001103570	Ntf-2	2.902
NM_001103571	l(1)G0196	2.879
NM_001103576	CG3625	5.142
NM_001103577	Ets21C	5.386
NM_001103580	CG7337	3.562
NM_001103581	CG7337	3.699
NM_001103582	CG4238	0.901
NM_001103583	CG4238	0.807
NM_001103587	CG34174	0.946
NM_001103588	CG15387	2.431
NM_001103594	toc	2.779
NM_001103598	CG34394	5.458
NM_001103599	CG34394	5.585
NM_001103601	CG34394	5.488
NM_001103604	CG12795	3.275
NM_001103606	CG34176	7.936
NM_001103607	CG3714	3.731
NM_001103608	Atet	1.947
NM_001103609	Atet	2.224
NM_001103610	Traf4	1.791
