transcript_name	Gene_name	RAL-208-Challenged
NM_001014612	CG8481	3.851
NM_001014613	hth	0.607
NM_001014614	pug	3.200
NM_001014617	CtBP	4.606
NM_001014619	B52	5.674
NM_001014621	trx	0.980
NM_001014623	btsz	3.274
NM_001014624	btsz	2.696
NM_001014625	btsz	1.696
NM_001014626	gish	5.201
NM_001014627	gish	5.559
NM_001014628	gish	4.911
NM_001014629	Dad	3.691
NM_001014631	cpo	-0.471
NM_001014632	cpo	0.137
NM_001014633	Rpb4	2.195
NM_001014634	Rpb4	1.781
NM_001014635	Rpb4	1.740
NM_001014636	Rpb4	1.690
NM_001014637	Rpb4	1.830
NM_001014643	Stat92E	6.129
NM_001014644	CG7956	1.837
NM_001014646	CG33111	3.871
NM_001014647	jar	6.280
NM_001014648	jar	6.328
NM_001014649	jar	6.232
NM_001014650	jar	6.230
NM_001014651	slo	1.062
NM_001014652	slo	1.061
NM_001014653	slo	1.096
NM_001014654	slo	1.096
NM_001014655	slo	1.067
NM_001014656	slo	1.097
NM_001014657	slo	1.107
NM_001014658	slo	1.137
NM_001014659	slo	1.102
NM_001014660	slo	1.097
NM_001014661	slo	1.019
NM_001014662	slo	1.138
NM_001014663	slo	1.073
NM_001014664	slo	1.069
NM_001014665	Ssadh	6.374
NM_001014666	Ssadh	6.390
NM_001014667	Ssadh	6.380
NM_001014668	Nf1	-0.475
NM_001014669	scrib	5.236
NM_001014670	scrib	5.232
NM_001014671	Rb97D	2.950
NM_001014672	Rb97D	2.933
NM_001014673	Rb97D	2.944
NM_001014674	Rb97D	3.015
NM_001014675	Rb97D	3.034
NM_001014676	Rb97D	3.053
NM_001014677	Rb97D	3.009
NM_001014678	Doa	4.562
NM_001014679	Doa	4.218
NM_001014680	Doa	4.674
NM_001014681	Doa	3.275
NM_001014682	Doa	4.770
NM_001014684	Mgat2	1.364
NM_001014685	pan	1.002
NM_001014687	PMCA	4.088
NM_001014688	PMCA	4.145
NM_001014689	PMCA	4.229
NM_001014691	gw	4.778
NM_001014696	CaMKII	2.870
NM_001014702	CG33521	2.581
NM_001014703	CG33521	2.775
NM_001014705	CG33521	2.715
NM_001014707	ewg	1.725
NM_001014708	ewg	1.748
NM_001014709	ewg	1.580
NM_001014710	ewg	1.572
NM_001014711	ewg	1.600
NM_001014712	ewg	1.636
NM_001014720	norpA	1.415
NM_001014721	norpA	1.719
NM_001014722	peb	4.889
NM_001014723	Proc-R	-0.253
NM_001014724	Proc-R	-0.127
NM_001014725	Act5C	9.857
NM_001014726	Act5C	9.636
NM_001014728	l(1)G0232	4.835
NM_001014729	l(1)G0232	5.696
NM_001014731	CkIIbeta	4.582
NM_001014736	HDAC4	2.952
NM_001014737	up	6.630
NM_001014738	up	6.655
NM_001014739	up	6.708
NM_001014740	rdgB	0.242
NM_001014741	rdgB	0.940
NM_001014742	Top1	3.525
NM_001014745	Ac13E	1.278
NM_001014746	CG32576	2.323
NM_001014747	nonA	3.095
NM_001014750	mnb	2.071
NM_001014752	CoRest	2.763
NM_001014753	CoRest	2.731
NM_001014754	CoRest	1.634
NM_001014755	CoRest	1.362
NM_001014756	CoRest	1.642
NM_001031858	Caps	0.201
NM_001031859	Caps	0.135
NM_001031860	Caps	0.056
NM_001031861	tyn	-0.022
NM_001031862	trol	1.686
NM_001031863	trol	1.695
NM_001031864	trol	1.852
NM_001031865	trol	1.222
NM_001031866	trol	1.765
NM_001031867	trol	1.785
NM_001031869	CG15892	2.113
NM_001031877	CG3192	4.412
NM_001031878	Pink1	4.250
NM_001031879	Pink1	4.213
NM_001031880	Pink1	4.264
NM_001031881	Pink1	4.241
NM_001031882	Pink1	4.246
NM_001031883	Pink1	4.258
NM_001031887	CG33691	1.941
NM_001031888	CG33691	2.424
NM_001031889	CG33691	1.989
NM_001031891	Sxl	3.109
NM_001031892	Sxl	2.732
NM_001031893	Sxl	3.753
NM_001031894	Sxl	3.602
NM_001031895	Sxl	3.369
NM_001031897	mei-218	-1.593
NM_001031898	mei-217	-1.593
NM_001031900	Shawn	2.687
NM_001031901	Shawn	1.550
NM_001031902	Shawn	1.583
NM_001031903	Tim9b	2.264
NM_001031904	Tim9b	2.235
NM_001031907	Rpp20	3.098
NM_001031908	CG33932	3.095
NM_001031912	CG33714	4.318
NM_001031913	CG33714	4.262
NM_001031914	CG33713	4.262
NM_001031915	CG33713	4.318
NM_001031916	bbx	3.924
NM_001031917	bbx	3.535
NM_001031918	waw	3.535
NM_001031933	CG33232	6.165
NM_001031938	Pmi	2.363
NM_001031939	Pmi	2.502
NM_001031940	PGRP-LD	2.385
NM_001031941	PGRP-LD	2.502
NM_001031942	PGRP-LD	2.465
NM_001031943	Hsp22	4.094
NM_001031944	Hsp22	3.152
NM_001031945	Hsp67Bb	3.156
NM_001031947	CG33926	6.251
NM_001031964	AlCR2	-0.873
NM_001031967	kug	1.340
NM_001031977	l(3)82Fd	5.310
NM_001031978	l(3)82Fd	5.473
NM_001031980	Ada2b	4.024
NM_001031981	CG33722	2.070
NM_001031982	CG33722	3.080
NM_001031983	CG18749	2.070
NM_001031984	Pif1B	3.827
NM_001031985	Pif1B	3.785
NM_001031986	Pif1A	3.059
NM_001031987	Pif1A	3.785
NM_001031989	CG33936	5.820
NM_001031990	CG33936	5.716
NM_001031991	CG33936	6.494
NM_001031999	hth	1.233
NM_001032004	sea	5.213
NM_001032005	sea	6.160
NM_001032006	sea	5.394
NM_001032007	sea	5.351
NM_001032008	fabp	6.160
NM_001032009	fabp	7.326
NM_001032010	fabp	6.513
NM_001032012	CG10096	4.198
NM_001032015	primo-1	4.712
NM_001032016	primo-1	3.528
NM_001032017	primo-2	3.528
NM_001032019	srp	0.235
NM_001032020	Prx5	5.303
NM_001032021	gukh	3.086
NM_001032032	how	1.683
NM_001032033	Myo95E	1.154
NM_001032035	Myo95E	1.474
NM_001032036	Myo95E	1.149
NM_001032037	Myo95E	1.465
NM_001032039	CG33095	2.601
NM_001032040	CG11891	10.290
NM_001032044	CG33635	2.241
NM_001032048	GlyP	4.944
NM_001032049	l(2)s5379	7.061
NM_001032050	CG9960	4.366
NM_001032054	Pp2A-29B	5.501
NM_001032055	Pp2A-29B	5.492
NM_001032056	Pp2A-29B	5.504
NM_001032059	mus201	1.674
NM_001032060	mus201	1.600
NM_001032061	mus201	1.630
NM_001032062	CG9515	3.912
NM_001032063	CG9510	4.598
NM_001032065	CG17768	2.858
NM_001032066	LSm-4	2.858
NM_001032073	Nos	-0.114
NM_001032076	cana	2.821
NM_001032077	CG33695	1.829
NM_001032078	CG33695	1.609
NM_001032079	CG33695	1.636
NM_001032081	CG33695	1.619
NM_001032091	DNApol-gamma35	3.014
NM_001032092	CG33649	3.017
NM_001032095	Adh	8.608
NM_001032096	Adh	8.284
NM_001032097	Adh	7.581
NM_001032098	Adh	7.654
NM_001032099	Adh	8.573
NM_001032101	Adhr	7.581
NM_001032110	spi	3.222
NM_001032217	Df31	4.581
NM_001032223	CG33914	1.679
NM_001032224	Spn43Ab	3.979
NM_001032225	CG33774	3.620
NM_001032229	lola	3.834
NM_001032231	CG18003	1.902
NM_001032232	CG11919	1.902
NM_001032236	Dyb	2.320
NM_001032237	Dyb	2.405
NM_001032241	CG33671	3.578
NM_001032242	CG33672	3.578
NM_001032244	seq	0.064
NM_001032246	CG33155	3.523
NM_001032247	CG33155	3.991
NM_001032248	CG33155	3.901
NM_001032249	Zasp52	4.065
NM_001032250	Zasp52	4.894
NM_001032251	CG10731	1.473
NM_001032268	sm	0.521
NM_001032269	sm	0.460
NM_001032270	CG13430	1.734
NM_001032271	CG13430	1.855
NM_001032272	CG33785	2.427
NM_001032273	CG33786	2.427
NM_001032401	cp309	2.098
NM_001032402	cp309	1.202
NM_001032403	Neu3	2.434
NM_001032404	Neu3	1.947
NM_001032405	kay	7.285
NM_001032406	kay	7.985
NM_001032407	kay	7.653
NM_001032408	kay	7.691
NM_001038712	CG33978	-0.304
NM_001038713	RhoGAP102A	-0.585
NM_001038714	PMCA	4.187
NM_001038716	CG17471	4.626
NM_001038717	CG17471	4.619
NM_001038718	Mitf	4.564
NM_001038719	Mitf	4.213
NM_001038721	Dyrk3	3.193
NM_001038723	Dyrk3	3.232
NM_001038725	Dyrk3	2.981
NM_001038726	tyn	-0.001
NM_001038727	CG4293	1.137
NM_001038728	CG4293	1.365
NM_001038729	skpA	5.439
NM_001038731	pck	1.964
NM_001038732	Adar	1.684
NM_001038733	CG32803	1.451
NM_001038736	CG3091	5.550
NM_001038738	z	2.875
NM_001038739	mit(1)15	1.797
NM_001038746	sdt	2.565
NM_001038747	sdt	3.562
NM_001038750	CG34026	6.444
NM_001038752	Yippee	4.111
NM_001038753	CG11103	2.276
NM_001038755	CG14408	1.815
NM_001038756	drd	3.385
NM_001038757	Grip128	0.083
NM_001038758	disco	-0.420
NM_001038759	CG34015	2.887
NM_001038760	Axs	0.472
NM_001038763	CG8188	3.068
NM_001038765	tgy	4.338
NM_001038766	CG32529	3.053
NM_001038770	Cp110	-0.278
NM_001038771	fog	0.728
NM_001038772	CG4822	0.935
NM_001038773	CG4822	0.893
NM_001038774	CG4822	0.989
NM_001038775	CG4822	1.048
NM_001038776	CG3164	7.549
NM_001038778	CG3662	5.171
NM_001038780	capt	7.015
NM_001038781	capt	6.385
NM_001038784	Jon25Bi	9.331
NM_001038785	CG31919	4.991
NM_001038786	CG33995	5.041
NM_001038787	CG33995	4.991
NM_001038788	CG33995	5.010
NM_001038793	CG7224	1.277
NM_001038795	mon2	3.501
NM_001038796	RpS13	8.877
NM_001038802	RpL13	8.235
NM_001038810	porin	6.576
NM_001038811	CG14946	-0.271
NM_001038812	vir-1	2.538
NM_001038814	loqs	2.662
NM_001038817	smi35A	2.512
NM_001038818	smi35A	2.556
NM_001038821	yuri	1.314
NM_001038822	yuri	2.036
NM_001038823	yuri	1.450
NM_001038824	Pax	4.875
NM_001038825	CG10462	3.859
NM_001038826	CG10462	3.772
NM_001038842	CG2201	4.699
NM_001038843	CG2201	4.920
NM_001038847	Gapdh1	6.561
NM_001038849	RanBPM	4.011
NM_001038850	CG9027	2.443
NM_001038852	CG33964	5.355
NM_001038854	NAT1	5.493
NM_001038855	cnn	0.953
NM_001038856	Ih	0.149
NM_001038857	Ih	1.475
NM_001038858	Ih	0.372
NM_001038859	Ih	0.366
NM_001038865	CG33981	3.153
NM_001038866	CG33981	3.101
NM_001038868	CG34005	2.256
NM_001038872	CG34045	1.660
NM_001038874	CG34040	8.830
NM_001038877	CG13516	3.159
NM_001038882	CG4622	2.617
NM_001038884	Atf-2	1.898
NM_001038885	Tina-1	4.131
NM_001038890	CG34056	1.737
NM_001038894	CG33965	3.601
NM_001038895	CG33966	4.167
NM_001038900	CG11583	3.206
NM_001038908	CG33205	4.864
NM_001038909	CG33205	4.625
NM_001038913	CG10973	4.320
NM_001038916	Spt20	0.562
NM_001038917	nuf	3.703
NM_001038918	nuf	4.021
NM_001038919	nuf	3.648
NM_001038920	nuf	3.515
NM_001038921	nuf	3.888
NM_001038922	nuf	3.221
NM_001038923	CG34039	2.127
NM_001038924	Trl	2.066
NM_001038925	Trl	3.182
NM_001038926	Trl	2.556
NM_001038927	CG7255	4.057
NM_001038938	CG33258	4.863
NM_001038944	Deaf1	2.794
NM_001038945	CG33969	2.339
NM_001038946	CG33969	2.275
NM_001038952	Glut4EF	3.751
NM_001038953	GstD1	10.572
NM_001038962	CG33977	4.140
NM_001038966	kibra	2.536
NM_001038968	mtSSB	3.829
NM_001038969	ema	2.578
NM_001038976	hh	4.603
NM_001038977	Saf-B	3.434
NM_001038981	CG33970	4.383
NM_001038982	CG33970	4.246
NM_001038984	CG12877	2.076
NM_001038986	Pglym78	6.056
NM_001038987	Pglym78	6.041
NM_001042788	vnd	3.650
NM_001042789	CG13366	2.915
NM_001042791	CG42259	0.957
NM_001042793	phl	2.750
NM_001042794	sgg	3.725
NM_001042796	rg	2.190
NM_001042797	CG12541	-1.686
NM_001042798	sdt	3.601
NM_001042800	CG32699	3.655
NM_001042801	CG34104	1.954
NM_001042802	CG34104	1.544
NM_001042803	Imp	0.317
NM_001042804	Myo10A	-0.884
NM_001042811	Lsd-2	5.603
NM_001042812	Lsd-2	5.419
NM_001042813	shi	4.224
NM_001042814	shi	4.229
NM_001042817	RhoGAP15B	4.754
NM_001042818	baz	2.608
NM_001042822	CG34120	3.541
NM_001042846	CG40486	2.157
NM_001042847	CG40486	2.627
NM_001042851	stnA	-1.464
NM_001042852	stnA	-1.486
NM_001042853	stnB	-1.452
NM_001042854	stnB	-1.486
NM_001042855	FucTC	3.299
NM_001042856	Rab21	4.726
NM_001042857	Rab21	4.546
NM_001042858	CG13865	4.106
NM_001042859	CG13865	3.432
NM_001042862	CG7337	3.296
NM_001042863	CG7337	3.795
NM_001042864	toc	1.569
NM_001042867	jet	1.590
NM_001042869	CG34125	3.064
NM_001042870	CG34126	2.483
NM_001042873	pgant5	2.951
NM_001042876	homer	2.809
NM_001042877	Mnn1	1.478
NM_001042878	CG13784	3.803
NM_001042879	CG34132	3.915
NM_001042881	CG8486	0.174
NM_001042884	CG32982	6.138
NM_001042885	CG5850	1.938
NM_001042886	CG34109	2.375
NM_001042888	l(2)06225	6.430
NM_001042889	l(2)06225	5.900
NM_001042891	bru-2	4.696
NM_001042892	bun	4.525
NM_001042893	bun	5.237
NM_001042894	bun	4.284
NM_001042895	CG31731	2.916
NM_001042897	mol	-0.796
NM_001042898	mol	-0.480
NM_001042899	mol	-0.484
NM_001042901	CLIP-190	5.025
NM_001042902	CLIP-190	4.955
NM_001042909	CG31619	-0.861
NM_001042910	step	4.387
NM_001042922	RpL5	10.076
NM_001042923	RpL5	10.156
NM_001042927	CG17490	1.489
NM_001042928	CG17490	1.422
NM_001042929	CG17490	2.048
NM_001042930	CG17490	2.524
NM_001042931	CG17493	4.072
NM_001042932	CG17494	3.223
NM_001042934	CG17494	3.203
NM_001042938	CG40439	5.246
NM_001042939	CG40439	5.187
NM_001042942	CG17715	3.593
NM_001042943	CG17715	2.212
NM_001042944	CG17715	3.671
NM_001042945	CG17715	1.964
NM_001042946	CG17715	3.697
NM_001042947	CG17715	3.653
NM_001042950	lt	3.386
NM_001042951	lt	3.428
NM_001042952	lt	3.431
NM_001042956	cta	1.987
NM_001042959	Spf45	4.312
NM_001042960	Spf45	4.252
NM_001042961	Spf45	4.291
NM_001042962	CG17683	4.551
NM_001042963	CG17683	4.677
NM_001042964	CG17683	4.171
NM_001042965	CG17683	4.551
NM_001042968	CG40127	7.324
NM_001042972	IntS3	3.217
NM_001042973	Gprk1	3.107
NM_001042975	RpL38	9.065
NM_001042977	Stlk	2.885
NM_001042979	p120ctn	3.231
NM_001042981	CG17486	4.053
NM_001042983	CG17883	4.325
NM_001042984	CG17883	4.172
NM_001042986	Nipped-B	2.537
NM_001042987	Nipped-B	2.531
NM_001042989	CG17082	4.235
NM_001042990	CG17082	4.263
NM_001042991	CG17082	4.322
NM_001042992	CG17082	4.273
NM_001042993	CG17082	4.155
NM_001042995	CG12547	3.672
NM_001042997	CG17528	3.277
NM_001042998	CG17528	4.056
NM_001043001	CG14464	4.114
NM_001043005	CG3107	3.723
NM_001043009	l(2)01289	3.079
NM_001043010	l(2)01289	3.173
NM_001043011	Dscam	0.123
NM_001043012	Dscam	0.117
NM_001043013	Dscam	0.126
NM_001043014	Dscam	0.103
NM_001043015	Dscam	0.102
NM_001043016	Dscam	0.121
NM_001043017	Dscam	0.115
NM_001043018	Dscam	0.103
NM_001043019	Dscam	0.132
NM_001043020	Dscam	0.127
NM_001043021	Dscam	0.120
NM_001043022	Dscam	0.103
NM_001043023	Dscam	0.119
NM_001043024	Dscam	0.126
NM_001043025	Dscam	0.123
NM_001043026	Dscam	0.119
NM_001043027	Dscam	0.132
NM_001043028	Dscam	0.109
NM_001043029	Dscam	0.117
NM_001043030	Dscam	0.126
NM_001043032	Dscam	0.102
NM_001043033	Dscam	0.151
NM_001043034	Dscam	0.123
NM_001043035	Dscam	0.116
NM_001043036	Dscam	0.108
NM_001043037	Dscam	0.102
NM_001043038	Dscam	0.113
NM_001043039	Dscam	0.115
NM_001043040	Dscam	0.117
NM_001043041	Dscam	0.130
NM_001043044	Dscam	0.125
NM_001043045	Dscam	0.121
NM_001043047	Dscam	0.103
NM_001043048	Dscam	0.103
NM_001043049	Dscam	0.121
NM_001043050	Dscam	0.121
NM_001043051	Dscam	0.122
NM_001043052	Dscam	0.103
NM_001043053	Dscam	0.116
NM_001043055	Dscam	0.151
NM_001043056	Dscam	0.106
NM_001043057	Dscam	0.120
NM_001043058	Dscam	0.103
NM_001043059	Dscam	0.116
NM_001043060	Dscam	0.125
NM_001043061	Dscam	0.103
NM_001043062	Dscam	0.117
NM_001043063	Dscam	0.107
NM_001043064	Dscam	0.103
NM_001043068	CG8170	1.482
NM_001043069	CG34141	-0.493
NM_001043071	CG9027	4.419
NM_001043076	aPKC	4.907
NM_001043077	aPKC	4.457
NM_001043078	aPKC	5.124
NM_001043079	aPKC	4.975
NM_001043080	aPKC	4.284
NM_001043082	chn	-0.751
NM_001043083	trpm	3.082
NM_001043084	trpm	3.387
NM_001043085	trpm	3.190
NM_001043086	Zasp52	4.863
NM_001043087	mRpL34	2.872
NM_001043088	Spn53F	1.859
NM_001043090	Hsf	3.841
NM_001043091	Hsf	3.907
NM_001043092	Hsf	3.922
NM_001043095	Mctp	1.763
NM_001043097	hrg	3.557
NM_001043098	otp	-0.221
NM_001043100	CG15661	2.313
NM_001043103	yki	4.517
NM_001043106	CG9380	5.772
NM_001043107	Mkp	3.348
NM_001043108	Mkp	3.401
NM_001043109	CG34140	3.348
NM_001043111	klar	4.497
NM_001043112	zormin	2.004
NM_001043113	zormin	1.809
NM_001043114	zormin	2.119
NM_001043116	Eip63E	4.418
NM_001043117	Eip63E	4.346
NM_001043118	Eip63E	4.191
NM_001043119	Eip63E	4.285
NM_001043120	Eip63E	4.179
NM_001043121	Eip63E	3.509
NM_001043122	BG642312	2.781
NM_001043128	Snmp2	3.293
NM_001043129	Ect4	5.360
NM_001043132	CG3689	4.504
NM_001043135	CG5946	4.684
NM_001043136	CG5946	4.889
NM_001043139	caps	3.816
NM_001043140	CG33260	2.099
NM_001043141	CG17839	1.902
NM_001043142	CG7255	4.165
NM_001043143	CG7255	3.680
NM_001043151	CG34116	2.191
NM_001043152	Papss	3.755
NM_001043153	siz	4.511
NM_001043154	mub	2.596
NM_001043156	nrm	0.965
NM_001043167	CG17698	1.278
NM_001043168	CG17698	1.126
NM_001043169	CG17698	1.176
NM_001043175	CG40045	5.804
NM_001043186	mRpS5	4.511
NM_001043187	mRpS5	6.024
NM_001043188	mRpS5	6.042
NM_001043195	CG1103	1.650
NM_001043199	CG34112	3.319
NM_001043211	Cdep	4.037
NM_001043213	l(3)82Fd	5.247
NM_001043214	l(3)82Fd	5.411
NM_001043218	CG42724	3.158
NM_001043219	CG1041	2.753
NM_001043221	mtg	0.518
NM_001043222	Poxm	3.852
NM_001043223	CG34135	1.902
NM_001043224	CG34135	1.089
NM_001043225	CG34117	3.149
NM_001043226	ps	3.885
NM_001043227	ps	3.856
NM_001043230	ps	3.980
NM_001043232	ps	3.954
NM_001043234	Whamy	6.543
NM_001043235	CG12814	2.330
NM_001043241	CG42327	3.633
NM_001043243	l(3)neo38	1.714
NM_001043244	l(3)neo38	1.256
NM_001043247	tefu	-1.123
NM_001043250	Mhcl	2.245
NM_001043251	Mhcl	2.125
NM_001043252	CG10405	3.590
NM_001043255	Dhfr	3.226
NM_001043256	Dys	2.976
NM_001043257	Dys	2.484
NM_001043258	Dys	2.307
NM_001043259	Dys	2.610
NM_001043260	Dys	2.997
NM_001043261	Dys	2.583
NM_001043262	Dys	3.362
NM_001043263	Dys	2.338
NM_001043268	GluRIIE	-0.248
NM_001043269	CG17271	4.016
NM_001043271	SNF4Agamma	5.356
NM_001043272	SNF4Agamma	4.997
NM_001043273	SNF4Agamma	4.770
NM_001043274	SNF4Agamma	5.202
NM_001043275	CG7956	1.869
NM_001043277	SKIP	-1.870
NM_001043279	muted	4.376
NM_001043281	wge	2.927
NM_001043286	crb	2.766
NM_001043287	CG13624	3.777
NM_001043288	CG13624	3.724
NM_001043289	mld	0.969
NM_001043290	mld	0.950
NM_001043291	CG34150	2.563
NM_001043296	scrib	5.011
NM_001043298	Doa	3.614
NM_001043299	Doa	4.630
NM_001043300	Doa	4.496
NM_001043301	Cnx99A	4.807
NM_001043302	Cnx99A	4.849
NM_001043307	CG34133	4.272
NM_001043308	CG34133	4.302
NM_001043309	CG42558	4.829
NM_001103379	CG32000	3.740
NM_001103382	eIF4G	4.612
NM_001103385	RhoGAP1A	4.184
NM_001103386	RhoGAP1A	4.190
NM_001103389	fz3	1.167
NM_001103392	CG3655	2.696
NM_001103394	futsch	-1.309
NM_001103398	boi	-1.568
NM_001103399	trol	1.686
NM_001103400	sgg	3.555
NM_001103403	tlk	2.493
NM_001103407	ec	-1.466
NM_001103410	CG4068	1.618
NM_001103411	CG4068	1.533
NM_001103412	CG4068	1.565
NM_001103413	Rnp4F	3.006
NM_001103414	Rnp4F	3.094
NM_001103419	Ca-alpha1T	-1.003
NM_001103422	CG34417	4.669
NM_001103423	CG34417	3.732
NM_001103425	CG34417	3.742
NM_001103426	CG34417	3.049
NM_001103427	pod1	3.763
NM_001103435	Trf2	0.954
NM_001103436	CG1440	4.114
NM_001103437	CG1440	4.082
NM_001103438	CG33181	4.450
NM_001103440	CG33181	4.191
NM_001103441	CG33181	4.037
NM_001103442	CG33181	4.133
NM_001103443	Trf4-1	2.102
NM_001103444	Trf4-1	1.327
NM_001103448	AP-1gamma	4.475
NM_001103451	CG34449	2.746
NM_001103452	CG34449	2.738
NM_001103454	Megalin	-0.032
NM_001103456	Megalin	-2.127
NM_001103466	CG15309	1.183
NM_001103468	CG34408	2.192
NM_001103471	spri	0.721
NM_001103474	spri	0.700
NM_001103475	CG15211	7.378
NM_001103476	CG15211	7.414
NM_001103477	CG15211	7.334
NM_001103480	Kap3	1.778
NM_001103481	Kap3	1.788
NM_001103482	Kap3	1.772
NM_001103483	Kap3	1.777
NM_001103484	CG34348	2.524
NM_001103485	dlg1	2.058
NM_001103486	dlg1	1.934
NM_001103493	Sec16	2.613
NM_001103494	Sec16	1.993
NM_001103496	CG34411	-1.005
NM_001103497	sno	1.588
NM_001103498	sno	1.469
NM_001103499	IP3K2	2.424
NM_001103502	CG34324	10.913
NM_001103503	Tango13	1.914
NM_001103504	NFAT	1.314
NM_001103507	CG10990	3.610
NM_001103510	l(1)G0469	4.169
NM_001103513	rab3-GEF	-2.206
NM_001103517	CG17209	3.958
NM_001103518	CG32581	3.020
NM_001103519	sd	4.116
NM_001103520	sd	4.171
NM_001103521	sd	4.292
NM_001103522	sd	4.208
NM_001103523	Chc	5.813
NM_001103524	Chc	5.839
NM_001103526	CG3632	3.743
NM_001103527	CG3632	3.709
NM_001103528	CG3632	3.715
NM_001103529	CG3632	3.708
NM_001103530	CG9915	3.371
NM_001103531	Arp14D	6.066
NM_001103532	Nup153	2.956
NM_001103533	CG34325	4.536
NM_001103534	CG4829	2.033
NM_001103535	CG4829	2.044
NM_001103536	CG13004	1.827
NM_001103538	CG8949	3.429
NM_001103539	Arpc3B	6.055
NM_001103542	CG42684	2.143
NM_001103544	upd3	4.431
NM_001103546	CrebB-17A	4.553
NM_001103547	CrebB-17A	3.933
NM_001103548	CrebB-17A	3.962
NM_001103557	CG7378	3.063
NM_001103558	CG34329	5.941
NM_001103559	CG34330	7.591
NM_001103560	vav	2.450
NM_001103570	Ntf-2	3.069
NM_001103571	l(1)G0196	2.950
NM_001103576	CG3625	4.918
NM_001103577	Ets21C	5.105
NM_001103580	CG7337	3.679
NM_001103581	CG7337	3.854
NM_001103582	CG4238	1.033
NM_001103583	CG4238	0.997
NM_001103587	CG34174	1.687
NM_001103588	CG15387	2.923
NM_001103594	toc	2.211
NM_001103598	CG34394	5.497
NM_001103599	CG34394	5.622
NM_001103601	CG34394	5.519
NM_001103604	CG12795	3.755
NM_001103606	CG34176	7.607
NM_001103607	CG3714	3.512
NM_001103608	Atet	0.503
NM_001103609	Atet	0.729
NM_001103610	Traf4	0.595
