transcript_name	Gene_name	RAL-229-Unchallenged
NM_001014633	Rpb4	2.680
NM_001014634	Rpb4	2.171
NM_001014635	Rpb4	2.143
NM_001014636	Rpb4	2.097
NM_001014637	Rpb4	2.218
NM_001014643	Stat92E	5.342
NM_001014644	CG7956	2.139
NM_001014646	CG33111	2.559
NM_001014647	jar	5.058
NM_001014648	jar	5.112
NM_001014649	jar	4.990
NM_001014650	jar	5.011
NM_001014651	slo	1.828
NM_001014652	slo	1.822
NM_001014653	slo	1.852
NM_001014654	slo	1.876
NM_001014655	slo	1.840
NM_001014656	slo	1.887
NM_001014657	slo	1.890
NM_001014658	slo	1.919
NM_001014659	slo	1.877
NM_001014660	slo	1.857
NM_001014661	slo	1.793
NM_001014662	slo	1.931
NM_001014663	slo	1.867
NM_001014664	slo	1.863
NM_001014665	Ssadh	5.976
NM_001014666	Ssadh	5.994
NM_001014667	Ssadh	5.982
NM_001014668	Nf1	0.067
NM_001014669	scrib	3.614
NM_001014670	scrib	3.623
NM_001014671	Rb97D	2.391
NM_001014672	Rb97D	2.277
NM_001014673	Rb97D	2.396
NM_001014674	Rb97D	2.420
NM_001014675	Rb97D	2.443
NM_001014676	Rb97D	2.466
NM_001014677	Rb97D	2.425
NM_001014678	Doa	3.472
NM_001014679	Doa	3.483
NM_001014680	Doa	3.901
NM_001014681	Doa	2.573
NM_001014682	Doa	4.001
NM_001014684	Mgat2	1.845
NM_001014685	pan	1.666
NM_001014687	PMCA	4.779
NM_001014688	PMCA	4.792
NM_001014689	PMCA	4.964
NM_001014691	gw	4.463
NM_001014696	CaMKII	3.195
NM_001014702	CG33521	3.116
NM_001014703	CG33521	3.308
NM_001014705	CG33521	3.263
NM_001014707	ewg	1.742
NM_001014708	ewg	1.760
NM_001014709	ewg	1.605
NM_001014710	ewg	1.587
NM_001014711	ewg	1.621
NM_001014712	ewg	1.700
NM_001014720	norpA	1.435
NM_001014721	norpA	1.877
NM_001014722	peb	3.335
NM_001014723	Proc-R	1.514
NM_001014724	Proc-R	1.606
NM_001014725	Act5C	9.550
NM_001014726	Act5C	9.334
NM_001014728	l(1)G0232	2.162
NM_001014729	l(1)G0232	3.093
NM_001014731	CkIIbeta	4.735
NM_001014736	HDAC4	1.846
NM_001014737	up	7.328
NM_001014738	up	7.355
NM_001014739	up	7.398
NM_001014740	rdgB	1.705
NM_001014741	rdgB	2.416
NM_001014742	Top1	3.578
NM_001014745	Ac13E	2.500
NM_001014746	CG32576	4.074
NM_001014747	nonA	2.639
NM_001014750	mnb	1.495
NM_001014752	CoRest	3.322
NM_001014753	CoRest	3.286
NM_001014754	CoRest	2.079
NM_001014755	CoRest	1.825
NM_001014756	CoRest	2.074
NM_001031858	Caps	1.012
NM_001031859	Caps	1.034
NM_001031860	Caps	0.942
NM_001031861	tyn	0.085
NM_001031862	trol	2.749
NM_001031863	trol	2.755
NM_001031864	trol	2.926
NM_001031865	trol	2.466
NM_001031866	trol	2.847
NM_001031867	trol	2.849
NM_001031869	CG15892	2.750
NM_001031877	CG3192	5.466
NM_001031878	Pink1	5.243
NM_001031879	Pink1	5.206
NM_001031880	Pink1	5.257
NM_001031881	Pink1	5.237
NM_001031882	Pink1	5.243
NM_001031883	Pink1	5.252
NM_001031887	CG33691	1.373
NM_001031888	CG33691	1.858
NM_001031889	CG33691	1.410
NM_001031891	Sxl	3.474
NM_001031892	Sxl	2.774
NM_001031893	Sxl	4.052
NM_001031894	Sxl	3.595
NM_001031895	Sxl	3.369
NM_001031897	mei-218	0.737
NM_001031898	mei-217	0.737
NM_001031900	Shawn	3.046
NM_001031901	Shawn	1.909
NM_001031902	Shawn	1.942
NM_001031903	Tim9b	2.885
NM_001031904	Tim9b	2.813
NM_001031907	Rpp20	3.696
NM_001031908	CG33932	3.694
NM_001031912	CG33714	5.254
NM_001031913	CG33714	5.209
NM_001031914	CG33713	5.209
NM_001031915	CG33713	5.254
NM_001031916	bbx	3.124
NM_001031917	bbx	2.735
NM_001031918	waw	2.750
NM_001031933	CG33232	4.529
NM_001031938	Pmi	2.799
NM_001031939	Pmi	3.064
NM_001031940	PGRP-LD	2.819
NM_001031941	PGRP-LD	3.064
NM_001031942	PGRP-LD	3.013
NM_001031943	Hsp22	4.743
NM_001031944	Hsp22	3.874
NM_001031945	Hsp67Bb	3.874
NM_001031947	CG33926	5.119
NM_001031964	AlCR2	-0.334
NM_001031967	kug	0.745
NM_001031977	l(3)82Fd	4.959
NM_001031978	l(3)82Fd	5.104
NM_001031980	Ada2b	2.453
NM_001031981	CG33722	2.541
NM_001031982	CG33722	3.446
NM_001031983	CG18749	2.539
NM_001031984	Pif1B	4.510
NM_001031985	Pif1B	4.495
NM_001031986	Pif1A	3.828
NM_001031987	Pif1A	4.495
NM_001031989	CG33936	4.910
NM_001031990	CG33936	4.781
NM_001031991	CG33936	5.576
NM_001031999	hth	0.925
NM_001032004	sea	6.702
NM_001032005	sea	7.897
NM_001032006	sea	6.887
NM_001032007	sea	6.841
NM_001032008	fabp	7.897
NM_001032009	fabp	9.255
NM_001032010	fabp	8.465
NM_001032012	CG10096	4.943
NM_001032015	primo-1	5.550
NM_001032016	primo-1	4.366
NM_001032017	primo-2	4.366
NM_001032019	srp	0.327
NM_001032020	Prx5	6.112
NM_001032021	gukh	1.309
NM_001032032	how	2.156
NM_001032033	Myo95E	1.403
NM_001032035	Myo95E	1.961
NM_001032036	Myo95E	1.395
NM_001032037	Myo95E	1.947
NM_001032039	CG33095	2.623
NM_001032040	CG11891	7.084
NM_001032044	CG33635	2.312
NM_001032048	GlyP	5.647
NM_001032049	l(2)s5379	5.371
NM_001032050	CG9960	3.761
NM_001032054	Pp2A-29B	5.651
NM_001032055	Pp2A-29B	5.643
NM_001032056	Pp2A-29B	5.657
NM_001032059	mus201	0.138
NM_001032060	mus201	0.851
NM_001032061	mus201	0.065
NM_001032062	CG9515	4.360
NM_001032063	CG9510	5.074
NM_001032065	CG17768	2.863
NM_001032066	LSm-4	2.863
NM_001032073	Nos	0.194
NM_001032076	cana	3.051
NM_001032077	CG33695	1.088
NM_001032078	CG33695	0.760
NM_001032079	CG33695	0.826
NM_001032081	CG33695	0.853
NM_001032091	DNApol-gamma35	2.970
NM_001032092	CG33649	2.981
NM_001032095	Adh	8.151
NM_001032096	Adh	7.837
NM_001032097	Adh	7.135
NM_001032098	Adh	7.199
NM_001032099	Adh	8.125
NM_001032101	Adhr	7.135
NM_001032110	spi	3.419
NM_001032217	Df31	4.350
NM_001032223	CG33914	-1.943
NM_001032224	Spn43Ab	4.471
NM_001032225	CG33774	4.750
NM_001032229	lola	3.421
NM_001032231	CG18003	2.285
NM_001032232	CG11919	2.285
NM_001032236	Dyb	2.840
NM_001032237	Dyb	2.922
NM_001032241	CG33671	2.934
NM_001032242	CG33672	2.934
NM_001032244	seq	1.721
NM_001032246	CG33155	4.680
NM_001032247	CG33155	5.219
NM_001032248	CG33155	5.052
NM_001032249	Zasp52	3.295
NM_001032250	Zasp52	4.302
NM_001032251	CG10731	1.770
NM_001032268	sm	0.775
NM_001032269	sm	0.898
NM_001032270	CG13430	1.037
NM_001032271	CG13430	1.137
NM_001032272	CG33785	2.489
NM_001032273	CG33786	2.489
NM_001032401	cp309	1.800
NM_001032402	cp309	0.863
NM_001032403	Neu3	4.220
NM_001032404	Neu3	3.484
NM_001032405	kay	3.782
NM_001032406	kay	4.274
NM_001032407	kay	4.142
NM_001032408	kay	4.054
NM_001038712	CG33978	-0.125
NM_001038713	RhoGAP102A	-0.719
NM_001038714	PMCA	4.872
NM_001038716	CG17471	4.571
NM_001038717	CG17471	4.555
NM_001038718	Mitf	4.520
NM_001038719	Mitf	4.162
NM_001038721	Dyrk3	3.139
NM_001038723	Dyrk3	3.157
NM_001038725	Dyrk3	2.938
NM_001038726	tyn	0.094
NM_001038727	CG4293	1.633
NM_001038728	CG4293	1.881
NM_001038729	skpA	6.104
NM_001038731	pck	2.661
NM_001038732	Adar	1.484
NM_001038733	CG32803	2.661
NM_001038736	CG3091	6.220
NM_001038738	z	2.023
NM_001038739	mit(1)15	2.684
NM_001038746	sdt	1.192
NM_001038747	sdt	2.146
NM_001038750	CG34026	7.206
NM_001038752	Yippee	4.246
NM_001038753	CG11103	2.905
NM_001038755	CG14408	1.515
NM_001038756	drd	3.690
NM_001038757	Grip128	0.585
NM_001038758	disco	-0.097
NM_001038759	CG34015	3.705
NM_001038760	Axs	1.655
NM_001038763	CG8188	2.908
NM_001038765	tgy	3.654
NM_001038766	CG32529	1.708
NM_001038770	Cp110	0.835
NM_001038771	fog	1.151
NM_001038772	CG4822	1.370
NM_001038773	CG4822	1.333
NM_001038774	CG4822	1.466
NM_001038775	CG4822	1.537
NM_001038776	CG3164	6.888
NM_001038778	CG3662	7.060
NM_001038780	capt	5.836
NM_001038781	capt	5.171
NM_001038784	Jon25Bi	10.316
NM_001038785	CG31919	4.961
NM_001038786	CG33995	4.983
NM_001038787	CG33995	4.961
NM_001038788	CG33995	4.983
NM_001038793	CG7224	2.845
NM_001038795	mon2	3.322
NM_001038796	RpS13	9.671
NM_001038802	RpL13	9.250
NM_001038810	porin	6.851
NM_001038811	CG14946	1.212
NM_001038812	vir-1	3.470
NM_001038814	loqs	2.900
NM_001038817	smi35A	1.887
NM_001038818	smi35A	1.917
NM_001038821	yuri	1.522
NM_001038822	yuri	2.268
NM_001038823	yuri	1.646
NM_001038824	Pax	4.670
NM_001038825	CG10462	3.321
NM_001038826	CG10462	3.237
NM_001038842	CG2201	3.309
NM_001038843	CG2201	3.523
NM_001038847	Gapdh1	7.167
NM_001038849	RanBPM	4.223
NM_001038850	CG9027	3.065
NM_001038852	CG33964	3.827
NM_001038854	NAT1	5.026
NM_001038855	cnn	0.511
NM_001038856	Ih	1.084
NM_001038857	Ih	2.456
NM_001038858	Ih	1.331
NM_001038859	Ih	1.332
NM_001038865	CG33981	3.035
NM_001038866	CG33981	2.855
NM_001038868	CG34005	3.152
NM_001038872	CG34045	2.787
NM_001038874	CG34040	7.746
NM_001038877	CG13516	2.001
NM_001038882	CG4622	1.495
NM_001038884	Atf-2	1.721
NM_001038885	Tina-1	6.734
NM_001038890	CG34056	0.660
NM_001038894	CG33965	4.526
NM_001038895	CG33966	6.093
NM_001038900	CG11583	2.823
NM_001038908	CG33205	5.109
NM_001038909	CG33205	4.933
NM_001038913	CG10973	3.335
NM_001038916	Spt20	0.156
NM_001038917	nuf	3.528
NM_001038918	nuf	3.694
NM_001038919	nuf	3.498
NM_001038920	nuf	3.233
NM_001038921	nuf	3.592
NM_001038922	nuf	2.884
NM_001038923	CG34039	2.757
NM_001038924	Trl	2.215
NM_001038925	Trl	3.308
NM_001038926	Trl	2.835
NM_001038927	CG7255	3.210
NM_001038938	CG33258	5.117
NM_001038944	Deaf1	2.465
NM_001038945	CG33969	2.973
NM_001038946	CG33969	2.908
NM_001038952	Glut4EF	1.275
NM_001038953	GstD1	9.158
NM_001038962	CG33977	4.269
NM_001038966	kibra	1.636
NM_001038968	mtSSB	3.721
NM_001038969	ema	2.905
NM_001038976	hh	1.382
NM_001038977	Saf-B	3.419
NM_001038981	CG33970	4.775
NM_001038982	CG33970	4.679
NM_001038984	CG12877	2.402
NM_001038986	Pglym78	6.811
NM_001038987	Pglym78	6.798
NM_001042788	vnd	4.591
NM_001042789	CG13366	2.896
NM_001042791	CG42259	2.521
NM_001042793	phl	2.299
NM_001042794	sgg	3.507
NM_001042796	rg	2.316
NM_001042797	CG12541	1.142
NM_001042798	sdt	2.244
NM_001042800	CG32699	2.986
NM_001042801	CG34104	-0.468
NM_001042802	CG34104	-0.957
NM_001042803	Imp	-0.640
NM_001042804	Myo10A	-0.162
NM_001042811	Lsd-2	6.309
NM_001042812	Lsd-2	6.147
NM_001042813	shi	3.213
NM_001042814	shi	3.219
NM_001042817	RhoGAP15B	2.863
NM_001042818	baz	0.926
NM_001042822	CG34120	3.367
NM_001042846	CG40486	4.212
NM_001042847	CG40486	4.696
NM_001042851	stnA	-2.363
NM_001042852	stnA	-2.364
NM_001042853	stnB	-2.342
NM_001042854	stnB	-2.364
NM_001042855	FucTC	2.320
NM_001042856	Rab21	3.538
NM_001042857	Rab21	3.363
NM_001042858	CG13865	4.283
NM_001042859	CG13865	3.559
NM_001042862	CG7337	2.732
NM_001042863	CG7337	3.217
NM_001042864	toc	1.769
NM_001042867	jet	2.769
NM_001042869	CG34125	2.893
NM_001042870	CG34126	2.554
NM_001042873	pgant5	3.194
NM_001042876	homer	2.919
NM_001042877	Mnn1	1.926
NM_001042878	CG13784	4.197
NM_001042879	CG34132	3.954
NM_001042881	CG8486	-0.127
NM_001042884	CG32982	1.818
NM_001042885	CG5850	3.285
NM_001042886	CG34109	2.718
NM_001042888	l(2)06225	7.442
NM_001042889	l(2)06225	6.921
NM_001042891	bru-2	3.980
NM_001042892	bun	4.350
NM_001042893	bun	5.257
NM_001042894	bun	4.098
NM_001042895	CG31731	3.449
NM_001042897	mol	-0.222
NM_001042898	mol	0.046
NM_001042899	mol	0.087
NM_001042901	CLIP-190	4.941
NM_001042902	CLIP-190	4.896
NM_001042909	CG31619	0.201
NM_001042910	step	2.275
NM_001042922	RpL5	10.395
NM_001042923	RpL5	10.483
NM_001042927	CG17490	0.479
NM_001042928	CG17490	0.422
NM_001042929	CG17490	1.958
NM_001042930	CG17490	2.218
NM_001042931	CG17493	4.193
NM_001042932	CG17494	3.249
NM_001042934	CG17494	3.230
NM_001042938	CG40439	4.487
NM_001042939	CG40439	4.363
NM_001042942	CG17715	3.278
NM_001042943	CG17715	2.003
NM_001042944	CG17715	3.361
NM_001042945	CG17715	1.768
NM_001042946	CG17715	3.504
NM_001042947	CG17715	3.406
NM_001042950	lt	3.785
NM_001042951	lt	3.839
NM_001042952	lt	3.834
NM_001042956	cta	2.126
NM_001042959	Spf45	4.018
NM_001042960	Spf45	3.968
NM_001042961	Spf45	3.994
NM_001042962	CG17683	4.740
NM_001042963	CG17683	4.868
NM_001042964	CG17683	4.368
NM_001042965	CG17683	4.742
NM_001042968	CG40127	8.153
NM_001042972	IntS3	3.319
NM_001042973	Gprk1	3.223
NM_001042975	RpL38	9.521
NM_001042977	Stlk	3.138
NM_001042979	p120ctn	3.442
NM_001042981	CG17486	4.239
NM_001042983	CG17883	4.472
NM_001042984	CG17883	4.344
NM_001042986	Nipped-B	2.986
NM_001042987	Nipped-B	2.982
NM_001042989	CG17082	3.904
NM_001042990	CG17082	3.941
NM_001042991	CG17082	4.001
NM_001042992	CG17082	3.952
NM_001042993	CG17082	3.812
NM_001042995	CG12547	4.496
NM_001042997	CG17528	2.567
NM_001042998	CG17528	3.364
NM_001043001	CG14464	4.414
NM_001043005	CG3107	4.138
NM_001043009	l(2)01289	2.251
NM_001043010	l(2)01289	2.190
NM_001043011	Dscam	0.129
NM_001043012	Dscam	0.128
NM_001043013	Dscam	0.136
NM_001043014	Dscam	0.136
NM_001043015	Dscam	0.142
NM_001043016	Dscam	0.123
NM_001043017	Dscam	0.130
NM_001043018	Dscam	0.132
NM_001043019	Dscam	0.138
NM_001043020	Dscam	0.138
NM_001043021	Dscam	0.139
NM_001043022	Dscam	0.131
NM_001043023	Dscam	0.138
NM_001043024	Dscam	0.140
NM_001043025	Dscam	0.129
NM_001043026	Dscam	0.121
NM_001043027	Dscam	0.134
NM_001043028	Dscam	0.146
NM_001043029	Dscam	0.128
NM_001043030	Dscam	0.132
NM_001043032	Dscam	0.143
NM_001043033	Dscam	0.136
NM_001043034	Dscam	0.125
NM_001043035	Dscam	0.127
NM_001043036	Dscam	0.136
NM_001043037	Dscam	0.131
NM_001043038	Dscam	0.120
NM_001043039	Dscam	0.130
NM_001043040	Dscam	0.132
NM_001043041	Dscam	0.128
NM_001043044	Dscam	0.143
NM_001043045	Dscam	0.131
NM_001043047	Dscam	0.135
NM_001043048	Dscam	0.136
NM_001043049	Dscam	0.128
NM_001043050	Dscam	0.123
NM_001043051	Dscam	0.141
NM_001043052	Dscam	0.135
NM_001043053	Dscam	0.123
NM_001043055	Dscam	0.140
NM_001043056	Dscam	0.134
NM_001043057	Dscam	0.135
NM_001043058	Dscam	0.132
NM_001043059	Dscam	0.123
NM_001043060	Dscam	0.127
NM_001043061	Dscam	0.135
NM_001043062	Dscam	0.128
NM_001043063	Dscam	0.135
NM_001043064	Dscam	0.136
NM_001043068	CG8170	2.378
NM_001043069	CG34141	-0.658
NM_001043071	CG9027	4.983
NM_001043076	aPKC	3.686
NM_001043077	aPKC	3.203
NM_001043078	aPKC	3.811
NM_001043079	aPKC	3.646
NM_001043080	aPKC	3.058
NM_001043082	chn	-0.933
NM_001043083	trpm	2.630
NM_001043084	trpm	3.066
NM_001043085	trpm	2.781
NM_001043086	Zasp52	4.157
NM_001043087	mRpL34	3.346
NM_001043088	Spn53F	1.933
NM_001043090	Hsf	3.425
NM_001043091	Hsf	3.518
NM_001043092	Hsf	3.514
NM_001043095	Mctp	2.000
NM_001043097	hrg	3.507
NM_001043098	otp	0.979
NM_001043100	CG15661	0.795
NM_001043103	yki	4.129
NM_001043106	CG9380	6.021
NM_001043107	Mkp	3.653
NM_001043108	Mkp	3.730
NM_001043109	CG34140	3.653
NM_001043111	klar	3.805
NM_001043112	zormin	2.847
NM_001043113	zormin	2.598
NM_001043114	zormin	2.983
NM_001043116	Eip63E	2.634
NM_001043117	Eip63E	2.743
NM_001043118	Eip63E	2.612
NM_001043119	Eip63E	2.680
NM_001043120	Eip63E	2.605
NM_001043121	Eip63E	1.868
NM_001043122	BG642312	2.992
NM_001043128	Snmp2	3.784
NM_001043129	Ect4	5.725
NM_001043132	CG3689	3.786
NM_001043135	CG5946	4.654
NM_001043136	CG5946	4.838
NM_001043139	caps	3.530
NM_001043140	CG33260	1.271
NM_001043141	CG17839	2.841
NM_001043142	CG7255	3.309
NM_001043143	CG7255	2.866
NM_001043151	CG34116	1.452
NM_001043152	Papss	2.440
NM_001043153	siz	3.346
NM_001043154	mub	2.658
NM_001043156	nrm	1.669
NM_001043167	CG17698	2.382
NM_001043168	CG17698	2.305
NM_001043169	CG17698	2.389
NM_001043175	CG40045	6.000
NM_001043186	mRpS5	3.931
NM_001043187	mRpS5	5.249
NM_001043188	mRpS5	5.263
NM_001043195	CG1103	1.531
NM_001043199	CG34112	4.144
NM_001043211	Cdep	4.352
NM_001043213	l(3)82Fd	4.902
NM_001043214	l(3)82Fd	5.048
NM_001043218	CG42724	2.482
NM_001043219	CG1041	4.199
NM_001043221	mtg	1.324
NM_001043222	Poxm	6.252
NM_001043223	CG34135	1.666
NM_001043224	CG34135	0.820
NM_001043225	CG34117	3.706
NM_001043226	ps	4.233
NM_001043227	ps	4.011
NM_001043230	ps	4.138
NM_001043232	ps	4.236
NM_001043234	Whamy	5.027
NM_001043235	CG12814	2.788
NM_001043241	CG42327	2.915
NM_001043243	l(3)neo38	2.162
NM_001043244	l(3)neo38	1.710
NM_001043247	tefu	-0.289
NM_001043250	Mhcl	2.219
NM_001043251	Mhcl	2.189
NM_001043252	CG10405	2.978
NM_001043255	Dhfr	3.069
NM_001043256	Dys	3.023
NM_001043257	Dys	2.433
NM_001043258	Dys	2.276
NM_001043259	Dys	2.565
NM_001043260	Dys	2.974
NM_001043261	Dys	2.519
NM_001043262	Dys	3.428
NM_001043263	Dys	2.274
NM_001043268	GluRIIE	0.278
NM_001043269	CG17271	6.013
NM_001043271	SNF4Agamma	5.191
NM_001043272	SNF4Agamma	4.852
NM_001043273	SNF4Agamma	4.621
NM_001043274	SNF4Agamma	5.053
NM_001043275	CG7956	2.190
NM_001043277	SKIP	-0.751
NM_001043279	muted	4.689
NM_001043281	wge	2.317
NM_001043286	crb	2.231
NM_001043287	CG13624	2.190
NM_001043288	CG13624	2.135
NM_001043289	mld	0.380
NM_001043290	mld	0.400
NM_001043291	CG34150	3.555
NM_001043296	scrib	3.447
NM_001043298	Doa	2.904
NM_001043299	Doa	3.879
NM_001043300	Doa	3.714
NM_001043301	Cnx99A	5.589
NM_001043302	Cnx99A	5.583
NM_001043307	CG34133	2.383
NM_001043308	CG34133	2.413
NM_001043309	CG42558	3.889
NM_001103379	CG32000	4.356
NM_001103382	eIF4G	5.468
NM_001103385	RhoGAP1A	4.813
NM_001103386	RhoGAP1A	4.816
NM_001103389	fz3	2.466
NM_001103392	CG3655	2.224
NM_001103394	futsch	-4.641
NM_001103398	boi	-0.538
NM_001103399	trol	2.748
NM_001103400	sgg	3.378
NM_001103403	tlk	1.761
NM_001103407	ec	-0.254
NM_001103410	CG4068	1.308
NM_001103411	CG4068	1.253
NM_001103412	CG4068	1.292
NM_001103413	Rnp4F	2.688
NM_001103414	Rnp4F	2.802
NM_001103419	Ca-alpha1T	-0.297
NM_001103422	CG34417	3.397
NM_001103423	CG34417	3.127
NM_001103425	CG34417	3.126
NM_001103426	CG34417	2.399
NM_001103427	pod1	1.746
NM_001103435	Trf2	0.197
NM_001103436	CG1440	4.373
NM_001103437	CG1440	4.339
NM_001103438	CG33181	4.380
NM_001103440	CG33181	4.150
NM_001103441	CG33181	3.967
NM_001103442	CG33181	4.020
NM_001103443	Trf4-1	1.939
NM_001103444	Trf4-1	1.175
NM_001103448	AP-1gamma	4.217
NM_001103451	CG34449	1.600
NM_001103452	CG34449	1.684
NM_001103454	Megalin	0.475
NM_001103456	Megalin	-1.000
NM_001103466	CG15309	2.627
NM_001103468	CG34408	2.896
NM_001103471	spri	0.267
NM_001103474	spri	0.595
NM_001103475	CG15211	5.105
NM_001103476	CG15211	5.109
NM_001103477	CG15211	5.061
NM_001103480	Kap3	1.405
NM_001103481	Kap3	1.436
NM_001103482	Kap3	1.417
NM_001103483	Kap3	1.446
NM_001103484	CG34348	2.999
NM_001103485	dlg1	2.197
NM_001103486	dlg1	2.074
NM_001103493	Sec16	3.494
NM_001103494	Sec16	2.808
NM_001103496	CG34411	0.378
NM_001103497	sno	1.143
NM_001103498	sno	1.020
NM_001103499	IP3K2	3.225
NM_001103502	CG34324	11.730
NM_001103503	Tango13	2.029
NM_001103504	NFAT	1.259
NM_001103507	CG10990	4.813
NM_001103510	l(1)G0469	3.291
NM_001103513	rab3-GEF	0.920
NM_001103517	CG17209	2.423
NM_001103518	CG32581	3.563
NM_001103519	sd	2.954
NM_001103520	sd	3.087
NM_001103521	sd	3.193
NM_001103522	sd	3.113
NM_001103523	Chc	5.340
NM_001103524	Chc	5.365
NM_001103526	CG3632	3.285
NM_001103527	CG3632	3.250
NM_001103528	CG3632	3.255
NM_001103529	CG3632	3.250
NM_001103530	CG9915	3.205
NM_001103531	Arp14D	5.038
NM_001103532	Nup153	2.186
NM_001103533	CG34325	3.982
NM_001103534	CG4829	1.799
NM_001103535	CG4829	1.800
NM_001103536	CG13004	2.500
NM_001103538	CG8949	2.376
NM_001103539	Arpc3B	5.746
NM_001103542	CG42684	2.511
NM_001103544	upd3	-4.086
NM_001103546	CrebB-17A	3.082
NM_001103547	CrebB-17A	2.330
NM_001103548	CrebB-17A	2.280
NM_001103557	CG7378	3.403
NM_001103558	CG34329	9.777
NM_001103559	CG34330	9.636
NM_001103560	vav	2.294
NM_001103570	Ntf-2	3.305
NM_001103571	l(1)G0196	3.805
NM_001103576	CG3625	6.229
NM_001103577	Ets21C	-2.298
NM_001103580	CG7337	3.105
NM_001103581	CG7337	3.191
NM_001103582	CG4238	0.648
NM_001103583	CG4238	0.663
NM_001103587	CG34174	1.499
NM_001103588	CG15387	1.787
NM_001103594	toc	2.391
NM_001103598	CG34394	3.163
NM_001103599	CG34394	3.271
NM_001103601	CG34394	3.177
NM_001103604	CG12795	3.221
NM_001103606	CG34176	7.961
NM_001103607	CG3714	3.675
NM_001103608	Atet	1.768
NM_001103609	Atet	1.899
NM_001103610	Traf4	0.411
